request_id,vehicle_id,service_type_id,mechanic_id,customer_id,charge_per_hour,total_payment
SR09153,V003594,ST00003,M00083,C00997,24.22,24.22
SR09154,V000765,ST00006,M00051,C02010,54.45,108.9
SR09155,V000435,ST00006,M00077,C03310,52.95,105.9
SR09156,V003457,ST00002,M00050,C00040,41.35,41.35
SR09157,V001203,ST00001,M00020,C00180,65.87,131.74
SR09158,V001801,ST00007,M00073,C02080,42.36,169.44
SR09159,V002751,ST00003,M00020,C00620,39.58,39.58
SR09160,V004983,ST00003,M00039,C01308,84.39,84.39
SR09161,V005308,ST00003,M00002,C00485,61.0,61.0
SR09162,V000898,ST00004,M00042,C03750,91.4,274.2
SR09163,V003230,ST00005,M00072,C00649,48.2,48.2
SR09164,V004619,ST00001,M00085,C00800,77.8,155.6
SR09165,V001745,ST00004,M00007,C02179,29.79,89.37
SR09166,V000886,ST00005,M00095,C03255,84.49,84.49
SR09167,V004137,ST00005,M00057,C00257,60.24,60.24
SR09168,V001506,ST00006,M00031,C03065,64.31,128.62
SR09169,V005501,ST00004,M00055,C02426,80.87,242.61
SR09170,V002162,ST00006,M00046,C01605,56.36,112.72
SR09171,V002266,ST00003,M00051,C00767,82.81,82.81
SR09172,V003168,ST00003,M00011,C03251,62.14,62.14
SR09173,V005519,ST00002,M00011,C01744,46.64,46.64
SR09174,V002355,ST00001,M00066,C02980,78.67,157.34
SR09175,V004757,ST00005,M00083,C00831,44.55,44.55
SR09176,V002640,ST00004,M00058,C02677,56.04,168.12
SR09177,V003271,ST00002,M00095,C00932,46.89,46.89
SR09178,V005739,ST00001,M00097,C01752,37.23,74.46
SR09179,V003141,ST00004,M00034,C01439,36.74,110.22
SR09180,V005502,ST00004,M00007,C03193,38.16,114.48
SR09181,V005440,ST00004,M00092,C02949,51.26,153.78
SR09182,V002736,ST00005,M00062,C03167,26.07,26.07
SR09183,V003293,ST00007,M00089,C00872,68.95,275.8
SR09184,V005719,ST00003,M00034,C02775,65.05,65.05
SR09185,V003397,ST00002,M00079,C02132,30.07,30.07
SR09186,V000093,ST00001,M00076,C03194,78.52,157.04
SR09187,V001508,ST00004,M00088,C01130,39.83,119.49
SR09188,V005442,ST00001,M00010,C01987,63.34,126.68
SR09189,V000230,ST00001,M00098,C01891,94.28,188.56
SR09190,V004048,ST00006,M00016,C01828,79.18,158.36
SR09191,V003494,ST00001,M00047,C00962,98.75,197.5
SR09192,V005301,ST00001,M00046,C00990,70.59,141.18
SR09193,V001160,ST00007,M00026,C02684,77.71,310.84
SR09194,V002292,ST00005,M00080,C01577,90.32,90.32
SR09195,V002561,ST00007,M00004,C00664,83.51,334.04
SR09196,V000652,ST00005,M00016,C00850,42.83,42.83
SR09197,V001948,ST00007,M00046,C01162,30.6,122.4
SR09198,V005983,ST00005,M00074,C00730,97.73,97.73
SR09199,V000489,ST00003,M00080,C02563,95.71,95.71
SR09200,V004766,ST00004,M00057,C01435,35.14,105.42
SR09201,V003344,ST00006,M00025,C03597,51.44,102.88
SR09202,V000917,ST00007,M00052,C02689,35.98,143.92
SR09203,V001154,ST00007,M00038,C03159,78.92,315.68
SR09204,V003772,ST00003,M00030,C00614,20.68,20.68
SR09205,V001850,ST00004,M00042,C02204,37.49,112.47
SR09206,V002397,ST00005,M00096,C02445,26.36,26.36
SR09207,V005789,ST00004,M00004,C01753,25.82,77.46
SR09208,V004275,ST00002,M00083,C01739,54.66,54.66
SR09209,V002731,ST00001,M00061,C03028,63.05,126.1
SR09210,V003939,ST00005,M00006,C00001,63.56,63.56
SR09211,V004908,ST00007,M00095,C01650,56.49,225.96
SR09212,V005379,ST00007,M00015,C01058,96.48,385.92
SR09213,V002534,ST00006,M00081,C01841,82.63,165.26
SR09214,V005119,ST00001,M00080,C02992,75.22,150.44
SR09215,V002446,ST00005,M00021,C01384,23.14,23.14
SR09216,V000613,ST00001,M00097,C03796,86.94,173.88
SR09217,V004561,ST00007,M00075,C00895,47.03,188.12
SR09218,V002367,ST00006,M00048,C00638,46.13,92.26
SR09219,V005639,ST00004,M00001,C01418,45.4,136.2
SR09220,V002444,ST00002,M00082,C02792,51.19,51.19
SR09221,V001359,ST00007,M00046,C01457,75.23,300.92
SR09222,V003570,ST00004,M00006,C03432,79.94,239.82
SR09223,V002625,ST00001,M00067,C03165,36.78,73.56
SR09224,V005537,ST00002,M00054,C01887,35.6,35.6
SR09225,V002272,ST00001,M00050,C00839,76.48,152.96
SR09226,V004762,ST00005,M00011,C02278,73.38,73.38
SR09227,V005220,ST00006,M00001,C00538,29.07,58.14
SR09228,V002619,ST00004,M00078,C01180,93.32,279.96
SR09229,V001826,ST00002,M00014,C00084,31.44,31.44
SR09230,V003605,ST00005,M00094,C03367,72.77,72.77
SR09231,V000330,ST00004,M00089,C01847,31.24,93.72
SR09232,V003016,ST00005,M00056,C02418,34.08,34.08
SR09233,V003861,ST00006,M00047,C03907,88.88,177.76
SR09234,V002879,ST00006,M00005,C02856,92.42,184.84
SR09235,V002227,ST00004,M00037,C00785,97.45,292.35
SR09236,V005069,ST00001,M00081,C03266,34.65,69.3
SR09237,V002424,ST00003,M00082,C01541,24.53,24.53
SR09238,V000675,ST00007,M00080,C01362,59.37,237.48
SR09239,V002708,ST00003,M00026,C00763,79.96,79.96
SR09240,V004197,ST00001,M00074,C03131,97.4,194.8
SR09241,V003782,ST00006,M00087,C03464,63.92,127.84
SR09242,V002517,ST00007,M00090,C03275,34.88,139.52
SR09243,V002224,ST00007,M00068,C03734,22.45,89.8
SR09244,V004886,ST00007,M00007,C03451,71.41,285.64
SR09245,V001002,ST00005,M00045,C03489,55.68,55.68
SR09246,V002794,ST00006,M00001,C02075,95.05,190.1
SR09247,V005457,ST00005,M00039,C02446,78.97,78.97
SR09248,V000097,ST00005,M00040,C03660,59.87,59.87
SR09249,V001419,ST00007,M00022,C02373,23.68,94.72
SR09250,V001153,ST00004,M00012,C02069,80.53,241.59
SR09251,V001286,ST00003,M00068,C03730,33.95,33.95
SR09252,V005986,ST00007,M00041,C02219,36.07,144.28
SR09253,V004886,ST00007,M00015,C03719,81.77,327.08
SR09254,V002698,ST00004,M00017,C02873,86.68,260.04
SR09255,V000551,ST00007,M00007,C01485,65.51,262.04
SR09256,V004462,ST00001,M00032,C03984,94.53,189.06
SR09257,V003055,ST00004,M00083,C03721,37.42,112.26
SR09258,V005425,ST00001,M00050,C03964,59.55,119.1
SR09259,V004606,ST00005,M00019,C02624,57.69,57.69
SR09260,V004896,ST00003,M00055,C01337,78.93,78.93
SR09261,V003593,ST00001,M00043,C00165,67.76,135.52
SR09262,V003081,ST00004,M00097,C03590,26.46,79.38
SR09263,V004219,ST00005,M00029,C01474,68.03,68.03
SR09264,V000700,ST00005,M00027,C03130,67.17,67.17
SR09265,V000613,ST00006,M00049,C02391,74.41,148.82
SR09266,V003114,ST00007,M00043,C00663,30.38,121.52
SR09267,V005756,ST00004,M00055,C02788,32.38,97.14
SR09268,V002585,ST00002,M00038,C00169,21.92,21.92
SR09269,V002881,ST00001,M00032,C01622,38.75,77.5
SR09270,V000045,ST00003,M00056,C02943,55.52,55.52
SR09271,V005708,ST00002,M00073,C03774,79.54,79.54
SR09272,V004277,ST00006,M00033,C00833,45.69,91.38
SR09273,V004977,ST00004,M00083,C01011,57.94,173.82
SR09274,V000926,ST00005,M00023,C01996,41.37,41.37
SR09275,V002541,ST00005,M00001,C00247,20.56,20.56
SR09276,V004879,ST00007,M00058,C01586,64.19,256.76
SR09277,V000505,ST00001,M00048,C02654,45.75,91.5
SR09278,V004295,ST00007,M00037,C03822,93.92,375.68
SR09279,V003615,ST00006,M00019,C03347,94.95,189.9
SR09280,V003458,ST00007,M00042,C01867,76.47,305.88
SR09281,V004958,ST00003,M00045,C02529,68.15,68.15
SR09282,V004623,ST00005,M00022,C03364,26.26,26.26
SR09283,V000963,ST00001,M00032,C00474,97.49,194.98
SR09284,V003041,ST00003,M00039,C00119,98.56,98.56
SR09285,V003811,ST00001,M00094,C01127,68.32,136.64
SR09286,V002284,ST00001,M00089,C00555,63.08,126.16
SR09287,V004542,ST00005,M00073,C02293,35.7,35.7
SR09288,V000245,ST00006,M00032,C03234,98.64,197.28
SR09289,V000491,ST00005,M00091,C01336,66.39,66.39
SR09290,V002476,ST00002,M00095,C03823,79.89,79.89
SR09291,V005984,ST00004,M00017,C01290,69.86,209.58
SR09292,V004133,ST00007,M00100,C03315,63.68,254.72
SR09293,V005504,ST00003,M00036,C01992,31.82,31.82
SR09294,V003489,ST00002,M00011,C02527,54.61,54.61
SR09295,V004726,ST00006,M00042,C02274,37.94,75.88
SR09296,V000360,ST00003,M00087,C01965,39.09,39.09
SR09297,V004302,ST00004,M00051,C00822,21.11,63.33
SR09298,V005439,ST00003,M00065,C02943,21.54,21.54
SR09299,V000109,ST00006,M00071,C03665,74.82,149.64
SR09300,V005847,ST00006,M00006,C00613,95.17,190.34
SR09301,V001271,ST00004,M00097,C03237,64.97,194.91
SR09302,V003088,ST00005,M00085,C00491,86.45,86.45
SR09303,V004079,ST00001,M00093,C02922,93.43,186.86
SR09304,V005968,ST00004,M00059,C03460,79.96,239.88
SR09305,V004213,ST00005,M00019,C01643,79.77,79.77
SR09306,V001181,ST00006,M00071,C00609,86.7,173.4
SR09307,V001319,ST00002,M00043,C03134,35.9,35.9
SR09308,V002089,ST00002,M00056,C02303,76.24,76.24
SR09309,V004696,ST00005,M00001,C00729,25.61,25.61
SR09310,V000128,ST00006,M00004,C00871,77.55,155.1
SR09311,V004936,ST00003,M00063,C00121,25.0,25.0
SR09312,V001946,ST00003,M00029,C03204,59.92,59.92
SR09313,V002542,ST00006,M00070,C02193,53.12,106.24
SR09314,V001076,ST00007,M00069,C02184,68.47,273.88
SR09315,V004095,ST00007,M00080,C02731,90.82,363.28
SR09316,V002204,ST00005,M00042,C00138,91.1,91.1
SR09317,V004933,ST00006,M00003,C03685,53.65,107.3
SR09318,V003684,ST00001,M00083,C02905,92.5,185.0
SR09319,V004129,ST00006,M00083,C03615,77.6,155.2
SR09320,V002422,ST00006,M00016,C00945,62.87,125.74
SR09321,V003746,ST00003,M00071,C01501,60.41,60.41
SR09322,V002630,ST00005,M00001,C01509,71.62,71.62
SR09323,V001399,ST00004,M00086,C02526,20.93,62.79
SR09324,V001346,ST00002,M00043,C02272,75.96,75.96
SR09325,V004131,ST00003,M00011,C02287,68.76,68.76
SR09326,V000522,ST00001,M00002,C01832,43.08,86.16
SR09327,V003037,ST00003,M00098,C00358,91.85,91.85
SR09328,V002765,ST00007,M00100,C01081,83.9,335.6
SR09329,V000635,ST00007,M00048,C03181,91.5,366.0
SR09330,V002591,ST00004,M00015,C03534,66.28,198.84
SR09331,V003327,ST00001,M00090,C00704,33.13,66.26
SR09332,V001522,ST00004,M00093,C00505,38.88,116.64
SR09333,V005221,ST00005,M00011,C02515,79.4,79.4
SR09334,V002444,ST00006,M00074,C00689,59.23,118.46
SR09335,V005032,ST00005,M00027,C00954,60.37,60.37
SR09336,V005048,ST00007,M00011,C03006,76.96,307.84
SR09337,V001918,ST00003,M00097,C03289,89.65,89.65
SR09338,V004010,ST00004,M00091,C03399,77.11,231.33
SR09339,V001145,ST00003,M00037,C03471,61.81,61.81
SR09340,V004852,ST00006,M00041,C03692,66.47,132.94
SR09341,V004926,ST00002,M00002,C03309,71.54,71.54
SR09342,V002586,ST00007,M00040,C03076,31.77,127.08
SR09343,V005951,ST00005,M00015,C01746,25.14,25.14
SR09344,V005652,ST00003,M00012,C01072,83.56,83.56
SR09345,V005749,ST00004,M00081,C01585,99.66,298.98
SR09346,V001112,ST00002,M00047,C01630,64.76,64.76
SR09347,V000283,ST00003,M00065,C01634,83.47,83.47
SR09348,V002233,ST00002,M00091,C00238,75.07,75.07
SR09349,V001693,ST00001,M00017,C01160,93.48,186.96
SR09350,V000280,ST00003,M00018,C02839,58.46,58.46
SR09351,V000779,ST00002,M00068,C01509,38.37,38.37
SR09352,V003317,ST00001,M00019,C02267,78.19,156.38
SR09353,V000471,ST00007,M00041,C02442,31.33,125.32
SR09354,V002364,ST00005,M00065,C01026,91.59,91.59
SR09355,V001141,ST00006,M00046,C01370,87.95,175.9
SR09356,V003394,ST00002,M00060,C01014,93.33,93.33
SR09357,V001888,ST00003,M00091,C03307,59.82,59.82
SR09358,V004050,ST00007,M00058,C00622,99.72,398.88
SR09359,V003033,ST00005,M00002,C02235,55.19,55.19
SR09360,V005113,ST00001,M00022,C01099,38.96,77.92
SR09361,V004914,ST00006,M00073,C02958,22.77,45.54
SR09362,V005240,ST00002,M00072,C03643,69.99,69.99
SR09363,V003930,ST00005,M00082,C02978,80.89,80.89
SR09364,V005660,ST00005,M00005,C03272,41.4,41.4
SR09365,V001500,ST00002,M00058,C03780,20.47,20.47
SR09366,V004683,ST00003,M00091,C00926,95.72,95.72
SR09367,V004150,ST00001,M00015,C01497,36.28,72.56
SR09368,V002507,ST00007,M00078,C01831,80.93,323.72
SR09369,V003199,ST00004,M00099,C03278,41.55,124.65
SR09370,V005144,ST00006,M00082,C03506,32.12,64.24
SR09371,V004255,ST00007,M00048,C02090,39.85,159.4
SR09372,V002970,ST00002,M00054,C03308,43.33,43.33
SR09373,V004168,ST00005,M00004,C03300,41.34,41.34
SR09374,V002800,ST00001,M00045,C03217,80.65,161.3
SR09375,V003748,ST00007,M00017,C02872,27.37,109.48
SR09376,V003365,ST00004,M00066,C02162,59.67,179.01
SR09377,V000248,ST00004,M00047,C01075,46.52,139.56
SR09378,V003040,ST00006,M00083,C01862,41.03,82.06
SR09379,V000143,ST00006,M00091,C03163,79.9,159.8
SR09380,V005393,ST00007,M00088,C03054,23.47,93.88
SR09381,V002639,ST00002,M00049,C00462,37.21,37.21
SR09382,V003852,ST00006,M00019,C01526,30.45,60.9
SR09383,V002979,ST00006,M00044,C02833,73.63,147.26
SR09384,V004882,ST00004,M00042,C03123,35.18,105.54
SR09385,V004715,ST00005,M00083,C01141,24.42,24.42
SR09386,V003863,ST00004,M00067,C00457,25.26,75.78
SR09387,V002953,ST00007,M00010,C01475,55.13,220.52
SR09388,V005827,ST00004,M00090,C02490,25.48,76.44
SR09389,V001613,ST00007,M00097,C02034,89.29,357.16
SR09390,V005080,ST00007,M00032,C00007,20.85,83.4
SR09391,V001337,ST00003,M00096,C02660,71.3,71.3
SR09392,V004661,ST00001,M00054,C01445,79.12,158.24
SR09393,V005529,ST00007,M00049,C03540,55.57,222.28
SR09394,V000677,ST00001,M00053,C03536,66.25,132.5
SR09395,V004366,ST00007,M00011,C01048,84.81,339.24
SR09396,V004329,ST00007,M00100,C03184,94.3,377.2
SR09397,V005123,ST00001,M00069,C00349,39.19,78.38
SR09398,V005336,ST00001,M00072,C03529,44.82,89.64
SR09399,V005443,ST00002,M00005,C00901,27.26,27.26
SR09400,V000877,ST00005,M00007,C01251,73.56,73.56
SR09401,V005093,ST00002,M00079,C01437,89.21,89.21
SR09402,V002081,ST00006,M00084,C00935,98.65,197.3
SR09403,V000335,ST00003,M00088,C00160,44.07,44.07
SR09404,V002818,ST00003,M00059,C01222,47.86,47.86
SR09405,V002298,ST00005,M00020,C02948,45.76,45.76
SR09406,V004103,ST00002,M00036,C01464,74.95,74.95
SR09407,V002059,ST00001,M00048,C02650,36.27,72.54
SR09408,V003389,ST00006,M00078,C00933,24.48,48.96
SR09409,V005948,ST00004,M00048,C00980,50.12,150.36
SR09410,V002933,ST00006,M00042,C03556,32.61,65.22
SR09411,V001414,ST00002,M00019,C03515,87.16,87.16
SR09412,V004756,ST00007,M00013,C02853,43.47,173.88
SR09413,V000665,ST00001,M00018,C03918,91.65,183.3
SR09414,V005755,ST00001,M00018,C03483,95.67,191.34
SR09415,V004377,ST00005,M00014,C01289,57.48,57.48
SR09416,V004795,ST00002,M00043,C03692,82.73,82.73
SR09417,V001599,ST00006,M00048,C01786,83.01,166.02
SR09418,V002957,ST00004,M00052,C01723,86.71,260.13
SR09419,V004280,ST00007,M00088,C02897,93.68,374.72
SR09420,V000424,ST00001,M00025,C01510,68.88,137.76
SR09421,V002993,ST00006,M00014,C03343,26.99,53.98
SR09422,V004475,ST00005,M00086,C01872,57.52,57.52
SR09423,V001617,ST00005,M00036,C03173,54.21,54.21
SR09424,V000414,ST00007,M00085,C03539,62.66,250.64
SR09425,V003637,ST00001,M00034,C00603,76.15,152.3
SR09426,V003158,ST00003,M00086,C01745,65.04,65.04
SR09427,V004463,ST00002,M00004,C03253,53.36,53.36
SR09428,V001121,ST00004,M00035,C02800,77.91,233.73
SR09429,V005558,ST00004,M00042,C00764,21.59,64.77
SR09430,V000013,ST00005,M00088,C03507,33.61,33.61
SR09431,V002608,ST00005,M00056,C03494,66.94,66.94
SR09432,V002057,ST00006,M00065,C01451,49.36,98.72
SR09433,V001113,ST00005,M00034,C03121,76.75,76.75
SR09434,V003265,ST00003,M00063,C01691,70.27,70.27
SR09435,V000194,ST00001,M00059,C00699,24.64,49.28
SR09436,V001159,ST00005,M00042,C01628,27.48,27.48
SR09437,V002282,ST00007,M00056,C03219,97.27,389.08
SR09438,V002258,ST00004,M00021,C01471,44.69,134.07
SR09439,V001032,ST00003,M00049,C02204,23.76,23.76
SR09440,V005785,ST00002,M00080,C01363,22.32,22.32
SR09441,V000989,ST00005,M00015,C02341,78.2,78.2
SR09442,V000763,ST00003,M00037,C03487,32.0,32.0
SR09443,V003962,ST00003,M00023,C01591,93.67,93.67
SR09444,V005880,ST00003,M00093,C03312,70.84,70.84
SR09445,V001872,ST00003,M00021,C00605,36.93,36.93
SR09446,V004122,ST00001,M00083,C02705,50.95,101.9
SR09447,V002307,ST00004,M00075,C03327,27.73,83.19
SR09448,V005034,ST00003,M00019,C01352,58.3,58.3
SR09449,V003156,ST00006,M00059,C01609,64.6,129.2
SR09450,V001262,ST00007,M00014,C02700,87.6,350.4
SR09451,V003692,ST00007,M00001,C00183,46.0,184.0
SR09452,V002148,ST00005,M00050,C02086,29.51,29.51
SR09453,V002043,ST00004,M00076,C00370,91.0,273.0
SR09454,V005843,ST00004,M00062,C00018,91.38,274.14
SR09455,V005661,ST00004,M00052,C02303,86.49,259.47
SR09456,V003369,ST00005,M00058,C01320,61.1,61.1
SR09457,V004585,ST00005,M00041,C01809,98.82,98.82
SR09458,V005917,ST00004,M00094,C03350,44.8,134.4
SR09459,V002528,ST00005,M00044,C03258,92.75,92.75
SR09460,V004438,ST00007,M00081,C02270,95.33,381.32
SR09461,V002978,ST00005,M00067,C03345,85.94,85.94
SR09462,V000279,ST00001,M00032,C02063,41.94,83.88
SR09463,V003628,ST00002,M00013,C00203,65.11,65.11
SR09464,V000182,ST00002,M00011,C00040,49.87,49.87
SR09465,V000546,ST00006,M00008,C01251,23.45,46.9
SR09466,V001963,ST00002,M00069,C01441,44.05,44.05
SR09467,V005738,ST00006,M00014,C03725,71.49,142.98
SR09468,V002478,ST00005,M00022,C02410,79.24,79.24
SR09469,V001140,ST00003,M00025,C02057,72.65,72.65
SR09470,V001431,ST00005,M00035,C03025,26.97,26.97
SR09471,V001867,ST00001,M00069,C02095,79.85,159.7
SR09472,V002657,ST00005,M00078,C02393,21.15,21.15
SR09473,V005946,ST00003,M00032,C00816,40.74,40.74
SR09474,V002597,ST00007,M00024,C01127,84.58,338.32
SR09475,V000193,ST00001,M00028,C00329,80.78,161.56
SR09476,V002266,ST00001,M00050,C02449,58.35,116.7
SR09477,V002511,ST00001,M00038,C02452,87.18,174.36
SR09478,V005705,ST00001,M00082,C01618,91.18,182.36
SR09479,V000208,ST00007,M00043,C03450,86.3,345.2
SR09480,V003044,ST00003,M00012,C00262,64.71,64.71
SR09481,V004095,ST00006,M00087,C01831,85.75,171.5
SR09482,V005911,ST00006,M00015,C02738,46.52,93.04
SR09483,V005805,ST00005,M00070,C01684,30.15,30.15
SR09484,V000908,ST00006,M00056,C01181,37.95,75.9
SR09485,V000431,ST00006,M00042,C03776,33.23,66.46
SR09486,V005412,ST00004,M00079,C01095,79.87,239.61
SR09487,V003535,ST00005,M00067,C00969,89.81,89.81
SR09488,V001059,ST00007,M00082,C00532,43.64,174.56
SR09489,V000265,ST00002,M00012,C02482,38.63,38.63
SR09490,V004176,ST00006,M00060,C00024,74.3,148.6
SR09491,V005281,ST00003,M00095,C01926,45.73,45.73
SR09492,V000270,ST00003,M00098,C01669,72.17,72.17
SR09493,V001252,ST00001,M00056,C01326,88.94,177.88
SR09494,V000025,ST00005,M00001,C02296,74.67,74.67
SR09495,V000929,ST00005,M00071,C00544,25.91,25.91
SR09496,V005323,ST00005,M00094,C01025,37.26,37.26
SR09497,V000842,ST00002,M00086,C03599,79.86,79.86
SR09498,V000420,ST00002,M00007,C02912,21.21,21.21
SR09499,V002103,ST00001,M00061,C01173,31.36,62.72
SR09500,V000723,ST00005,M00077,C03013,86.03,86.03
SR09501,V001181,ST00005,M00037,C02180,45.41,45.41
SR09502,V002964,ST00005,M00052,C02427,31.15,31.15
SR09503,V004178,ST00005,M00053,C03690,46.45,46.45
SR09504,V004145,ST00002,M00092,C02087,88.7,88.7
SR09505,V003367,ST00004,M00015,C01990,21.88,65.64
SR09506,V005640,ST00007,M00029,C03693,33.91,135.64
SR09507,V000361,ST00003,M00008,C01918,44.82,44.82
SR09508,V002392,ST00005,M00026,C03231,26.61,26.61
SR09509,V004896,ST00003,M00004,C03005,84.91,84.91
SR09510,V005368,ST00003,M00094,C01103,82.72,82.72
SR09511,V003217,ST00002,M00031,C02325,57.87,57.87
SR09512,V000003,ST00002,M00045,C03690,24.26,24.26
SR09513,V001118,ST00004,M00050,C02301,60.65,181.95
SR09514,V005265,ST00004,M00019,C03203,88.67,266.01
SR09515,V001324,ST00002,M00081,C01398,85.3,85.3
SR09516,V002567,ST00004,M00023,C01049,36.13,108.39
SR09517,V000364,ST00006,M00011,C03066,60.6,121.2
SR09518,V005094,ST00003,M00025,C02202,51.45,51.45
SR09519,V001370,ST00002,M00044,C01443,22.86,22.86
SR09520,V005618,ST00004,M00002,C00235,27.66,82.98
SR09521,V000256,ST00007,M00052,C01633,27.99,111.96
SR09522,V001018,ST00006,M00034,C03962,37.98,75.96
SR09523,V000862,ST00004,M00061,C01902,87.14,261.42
SR09524,V005046,ST00007,M00018,C02744,37.59,150.36
SR09525,V004440,ST00007,M00087,C02103,77.06,308.24
SR09526,V004113,ST00001,M00004,C03255,66.79,133.58
SR09527,V002664,ST00003,M00085,C00277,28.98,28.98
SR09528,V002753,ST00004,M00081,C01055,80.19,240.57
SR09529,V001340,ST00006,M00076,C01202,76.42,152.84
SR09530,V003234,ST00007,M00048,C03948,65.79,263.16
SR09531,V000697,ST00005,M00069,C01782,87.25,87.25
SR09532,V004013,ST00005,M00061,C03427,85.97,85.97
SR09533,V001145,ST00005,M00052,C03778,73.15,73.15
SR09534,V004230,ST00002,M00002,C01093,56.21,56.21
SR09535,V005691,ST00004,M00087,C03433,42.91,128.73
SR09536,V001114,ST00006,M00009,C02780,53.66,107.32
SR09537,V004011,ST00001,M00090,C02392,43.61,87.22
SR09538,V000330,ST00002,M00082,C03817,38.61,38.61
SR09539,V001048,ST00007,M00021,C03749,99.16,396.64
SR09540,V005868,ST00005,M00096,C01208,24.52,24.52
SR09541,V003087,ST00004,M00095,C02633,85.33,255.99
SR09542,V000978,ST00002,M00012,C01442,37.36,37.36
SR09543,V001059,ST00007,M00031,C03286,90.39,361.56
SR09544,V003062,ST00004,M00089,C02418,73.31,219.93
SR09545,V004621,ST00002,M00029,C02437,87.4,87.4
SR09546,V001042,ST00006,M00007,C00618,76.16,152.32
SR09547,V003605,ST00001,M00096,C01075,63.8,127.6
SR09548,V004756,ST00004,M00044,C02243,26.51,79.53
SR09549,V004028,ST00005,M00060,C02653,29.46,29.46
SR09550,V003325,ST00005,M00086,C01415,73.01,73.01
SR09551,V000038,ST00002,M00012,C02439,98.84,98.84
SR09552,V002059,ST00005,M00047,C03073,38.9,38.9
SR09553,V000373,ST00002,M00014,C03910,20.26,20.26
SR09554,V001494,ST00006,M00077,C02923,89.84,179.68
SR09555,V003695,ST00006,M00047,C03803,30.03,60.06
SR09556,V000899,ST00001,M00079,C02750,32.16,64.32
SR09557,V004366,ST00007,M00029,C03401,96.08,384.32
SR09558,V005664,ST00003,M00026,C02722,62.83,62.83
SR09559,V001731,ST00003,M00062,C00500,22.67,22.67
SR09560,V000114,ST00005,M00018,C03669,79.93,79.93
SR09561,V000956,ST00004,M00048,C00174,84.31,252.93
SR09562,V000091,ST00007,M00011,C01783,42.08,168.32
SR09563,V000407,ST00006,M00027,C00341,25.04,50.08
SR09564,V004224,ST00006,M00029,C03930,65.55,131.1
SR09565,V005483,ST00006,M00069,C01409,88.2,176.4
SR09566,V002225,ST00005,M00056,C02713,40.12,40.12
SR09567,V004778,ST00003,M00097,C00934,39.22,39.22
SR09568,V002866,ST00004,M00028,C03307,94.78,284.34
SR09569,V001201,ST00004,M00074,C01152,39.06,117.18
SR09570,V002804,ST00005,M00079,C00904,25.38,25.38
SR09571,V002138,ST00006,M00058,C00951,85.15,170.3
SR09572,V000319,ST00002,M00045,C03921,86.77,86.77
SR09573,V000071,ST00007,M00037,C01653,89.74,358.96
SR09574,V001731,ST00002,M00056,C01581,75.77,75.77
SR09575,V002986,ST00003,M00070,C01946,50.48,50.48
SR09576,V005480,ST00006,M00020,C03477,88.79,177.58
SR09577,V000919,ST00004,M00090,C00425,48.23,144.69
SR09578,V005439,ST00002,M00025,C02748,52.24,52.24
SR09579,V005983,ST00004,M00065,C00718,64.11,192.33
SR09580,V004539,ST00001,M00044,C02258,89.41,178.82
SR09581,V004176,ST00003,M00061,C03004,24.74,24.74
SR09582,V005271,ST00003,M00026,C02978,32.51,32.51
SR09583,V005048,ST00007,M00016,C02172,30.94,123.76
SR09584,V001737,ST00005,M00017,C03298,71.08,71.08
SR09585,V002272,ST00007,M00048,C03551,21.44,85.76
SR09586,V002591,ST00001,M00058,C00323,35.2,70.4
SR09587,V004037,ST00005,M00028,C03969,76.53,76.53
SR09588,V003149,ST00002,M00029,C03839,80.44,80.44
SR09589,V002325,ST00003,M00035,C00195,96.29,96.29
SR09590,V004622,ST00006,M00005,C02808,73.93,147.86
SR09591,V002450,ST00002,M00041,C01799,66.12,66.12
SR09592,V003626,ST00007,M00025,C03520,75.68,302.72
SR09593,V004143,ST00006,M00032,C02346,55.99,111.98
SR09594,V005418,ST00002,M00073,C00300,49.57,49.57
SR09595,V004842,ST00005,M00075,C00079,36.99,36.99
SR09596,V003719,ST00001,M00083,C03274,34.73,69.46
SR09597,V005087,ST00002,M00002,C03255,82.24,82.24
SR09598,V001270,ST00005,M00100,C03633,42.4,42.4
SR09599,V003167,ST00006,M00085,C02140,46.02,92.04
SR09600,V005730,ST00007,M00022,C03950,63.69,254.76
SR09601,V005466,ST00001,M00054,C01040,74.66,149.32
SR09602,V005970,ST00005,M00044,C03366,90.28,90.28
SR09603,V004752,ST00005,M00078,C02095,67.53,67.53
SR09604,V005184,ST00005,M00020,C03591,40.4,40.4
SR09605,V000579,ST00007,M00056,C00554,29.06,116.24
SR09606,V000683,ST00001,M00052,C01239,33.38,66.76
SR09607,V003320,ST00002,M00043,C00442,29.15,29.15
SR09608,V005342,ST00003,M00003,C02036,41.23,41.23
SR09609,V005658,ST00006,M00073,C02320,78.32,156.64
SR09610,V005991,ST00002,M00031,C01156,67.17,67.17
SR09611,V000651,ST00003,M00062,C01538,60.52,60.52
SR09612,V003364,ST00002,M00026,C02794,38.07,38.07
SR09613,V005688,ST00002,M00006,C03074,21.46,21.46
SR09614,V005461,ST00003,M00008,C01531,55.98,55.98
SR09615,V002115,ST00005,M00013,C00758,55.59,55.59
SR09616,V003189,ST00007,M00053,C03400,26.04,104.16
SR09617,V003130,ST00003,M00026,C03257,75.0,75.0
